Category,Subcategory,Neurotransmitter_System,Mode_of_Action,Drug_Name,Classification_Type,PubChem_CID,ChEMBL_ID,DrugBank_ID,KEGG_Drug_ID,Molecular_Formula,Molecular_Weight,SMILES,InChI_Key,Target_Genes,Target_Proteins,Primary_Pathway,Secondary_Pathways,Half_Life_Hours,Bioavailability_Percent,Protein_Binding_Percent,Metabolism_Enzymes,Active_Metabolites,Common_Side_Effects,Serious_Side_Effects,FDA_Black_Box_Warning,Contraindications,Drug_Interactions,Pregnancy_Category,Generic_Available,Brand_Names
Hypnotic,Benzodiazepine,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Midazolam,Former_Terminology,4192,CHEMBL421,DB00683,D00681,C18H13ClFN3,325.77,CC1=NC=C2N1C3=C(C=C(Cl)C=C3)C(=NC2)C4=CC=CC=C4F,DDLIGBOFAVUZHB-UHFFFAOYSA-N,"GABRA1,GABRA2,GABRA3,GABRA5,GABRB1,GABRB2,GABRB3,GABRG2",GABA-A receptor subunits,GABA neurotransmission,Chloride channel modulation,3,>90,97,CYP3A4,1-hydroxymidazolam,"Sedation,anterograde amnesia,respiratory depression","Respiratory depression,hypotension,cardiac arrest",None,"Acute narrow-angle glaucoma,severe respiratory insufficiency","CNS depressants,CYP3A4 inhibitors,alcohol",D,Yes,Versed
Hypnotic,Benzodiazepine,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Quazepam,Former_Terminology,4831,CHEMBL1201,DB01589,D01145,C17H11ClF2N2S,348.8,FC1=CC=C(S2C3=CC=CC=C3N=C2C(=O)N4CCN5CCCCC5CC4)C(F)=C1Cl,LRJDOQMVNQVDBB-UHFFFAOYSA-N,"GABRA1,GABRA2,GABRA3,GABRA5,GABRB1,GABRB2,GABRB3,GABRG2",GABA-A receptor subunits,GABA neurotransmission,Chloride channel modulation,25-41,>80,>95,CYP3A4,"2-oxoquazepam,N-desalkyl-2-oxoquazepam","Daytime drowsiness,headache,fatigue,dizziness","Respiratory depression,dependence,cognitive impairment",None,"Sleep apnea,severe respiratory insufficiency","CNS depressants,CYP3A4 inhibitors,alcohol",X,Yes,Doral
Hypnotic,Benzodiazepine,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Temazepam,Former_Terminology,5391,CHEMBL629,DB00231,D00370,C16H13ClN2O2,300.74,CN1C(=O)CN=C(C2=CC=CC=C2Cl)C3=CC=CC=C13O,DNMKBIUICUFDCE-UHFFFAOYSA-N,"GABRA1,GABRA2,GABRA3,GABRA5,GABRB1,GABRB2,GABRB3,GABRG2",GABA-A receptor subunits,GABA neurotransmission,Chloride channel modulation,3.5-18.4,>90,96,"UGT2B15,UGT2B7",Oxazepam,"Drowsiness,headache,fatigue,nervousness,dizziness","Respiratory depression,dependence,complex sleep behaviors",None,"Sleep apnea,severe respiratory insufficiency","CNS depressants,alcohol,CYP inhibitors",X,Yes,Restoril
Hypnotic,Benzodiazepine,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Triazolam,Former_Terminology,5556,CHEMBL629,DB00897,D00387,C17H12Cl2N4,343.21,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C4=CC(Cl)=CC=C24N1,VREFGVBLTWBCJP-UHFFFAOYSA-N,"GABRA1,GABRA2,GABRA3,GABRA5,GABRB1,GABRB2,GABRB3,GABRG2",GABA-A receptor subunits,GABA neurotransmission,Chloride channel modulation,1.5-5.5,44,89,CYP3A4,"4-hydroxytriazolam,α-hydroxytriazolam","Somnolence,headache,dizziness,nervousness,nausea","Respiratory depression,dependence,complex sleep behaviors",Complex sleep behaviors,"Sleep apnea,severe respiratory insufficiency","CNS depressants,CYP3A4 inhibitors,alcohol",X,Yes,Halcion
Hypnotic,Z-drug,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Zaleplon,Former_Terminology,5732,CHEMBL1200908,DB00425,D00683,C17H15N5O,305.33,CCN(CC)C(=O)C1=CC2=C(C(=N1)C3=CC=CC=N3)C=NN2CC,HUNXMJYCHXQEGX-UHFFFAOYSA-N,"GABRA1,GABRB2,GABRG2",GABA-A receptor (α1β2γ2),GABA neurotransmission,Chloride channel modulation,1,30,60,"CYP3A4,Aldehyde oxidase",5-oxozaleplon,"Headache,dizziness,somnolence,nausea","Complex sleep behaviors,memory impairment,dependence",Complex sleep behaviors,"Sleep apnea,severe hepatic impairment","CNS depressants,CYP3A4 inhibitors",C,Yes,Sonata
Hypnotic,Z-drug,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Zolpidem,Former_Terminology,5732,CHEMBL1207,DB00425,D00425,C19H21N3O,307.39,CN(C)C(=O)C1=CC=C(C)N=C1C2=CC=C(C)C=C2,QLZGCVWXXNWMDG-UHFFFAOYSA-N,"GABRA1,GABRB2,GABRG2",GABA-A receptor (α1β2γ2),GABA neurotransmission,Chloride channel modulation,2-3,70,92.5,"CYP3A4,CYP1A2",Zolpidem metabolites (inactive),"Drowsiness,dizziness,diarrhea,drugged feeling","Complex sleep behaviors,memory impairment,dependence",Complex sleep behaviors,"Sleep apnea,severe hepatic impairment","CNS depressants,CYP3A4 inhibitors",C,Yes,Ambien
Hypnotic,Z-drug,GABA,Benzodiazepine receptor agonist (GABA-A receptor positive allosteric modulator),Zopiclone,Former_Terminology,5735,CHEMBL1207,DB01198,D01170,C17H17ClN6O3,388.81,CC1=CN=C(N=C1N)C(=O)N2CCCC2CN(C3=CC=C(Cl)C=C3)C(=O)C4=CC=CC=N4,GBBSUAFBMRNDJC-UHFFFAOYSA-N,"GABRA1,GABRB2,GABRG2",GABA-A receptor (α1β2γ2),GABA neurotransmission,Chloride channel modulation,5,75-80,45,"CYP3A4,CYP2C8",Desmethylzopiclone,"Metallic taste,dry mouth,somnolence,dizziness","Complex sleep behaviors,memory impairment,dependence",Complex sleep behaviors,"Sleep apnea,severe hepatic impairment","CNS depressants,CYP3A4 inhibitors",C,Yes,Imovane
Hypnotic,Melatonin agonist,Melatonin,"Receptor agonist (MEL1, MEL2)",Melatonin,Former_Terminology,896,CHEMBL73,DB01065,D008550,C13H16N2O2,232.28,COC1=CC2=C(C=C1)C(CCN)=CN2C(=O)C,DRLFMBDRBRZALE-UHFFFAOYSA-N,"MTNR1A,MTNR1B","MT1,MT2 receptors",Melatonin neurotransmission,Circadian rhythm regulation,0.5-1,15,50,"CYP1A2,CYP2C19",6-hydroxymelatonin,"Headache,dizziness,nausea,drowsiness",None significant,None,"Autoimmune disorders,seizure disorders","CYP1A2 inhibitors,anticoagulants",Unknown,Yes,Available OTC
Hypnotic,Melatonin agonist,Melatonin,"Receptor agonist (MEL1, MEL2)",Ramelteon,Former_Terminology,208908,CHEMBL1200983,DB06684,D06211,C16H21NO2,259.35,CCCCCCOC1=CC=CC2=C1C=CC(=C2C(=O)C)N,YLZOPXRUQYQQID-UHFFFAOYSA-N,"MTNR1A,MTNR1B","MT1,MT2 receptors",Melatonin neurotransmission,Circadian rhythm regulation,1-2.6,>84,82,CYP1A2,"M-II (active),M-IV (inactive)","Somnolence,dizziness,nausea,fatigue,headache",Complex sleep behaviors (rare),None,Severe hepatic impairment,"Strong CYP1A2 inhibitors,fluvoxamine",C,Yes,Rozerem
Mood_Stabilizers,Anticonvulsant,Glutamate,Voltage-gated sodium and calcium channel blocker,Carbamazepine,Former_Terminology,2554,CHEMBL108,DB00564,D00252,C15H12N2O,236.27,NC(=O)N1C2=CC=CC=C2C=C3C=CC=CC3=C1,FFGPTBGBLSHEPO-UHFFFAOYSA-N,"SCN1A,SCN2A,CACNA1H",Sodium/calcium channels,Glutamate neurotransmission,Voltage-gated ion channels,25-65,75-85,76,"CYP3A4,CYP2C8","10,11-epoxicarbamazepine","Dizziness,drowsiness,unsteadiness,nausea,vomiting","Stevens-Johnson syndrome,aplastic anemia,agranulocytosis","Life-threatening dermatologic reactions,aplastic anemia,agranulocytosis","AV heart block,bone marrow depression","CYP3A4 inducers/inhibitors,MAOIs,lithium",D,Yes,Tegretol
Mood_Stabilizers,Anticonvulsant,Glutamate,Voltage-gated sodium and calcium channel blocker,Oxcarbazepine,Former_Terminology,34312,CHEMBL1200908,DB00776,D05294,C15H12N2O2,252.27,NC(=O)N1C2=CC=CC=C2C=C3C=CC=CC3=C1O,CTDMHARNSBRTWV-UHFFFAOYSA-N,"SCN1A,SCN2A,CACNA1H",Sodium/calcium channels,Glutamate neurotransmission,Voltage-gated ion channels,2,>95,40,"CYP3A4,CYP2C19",10-monohydroxy derivative (MHD),"Dizziness,somnolence,headache,ataxia,fatigue","Stevens-Johnson syndrome,hyponatremia,multi-organ hypersensitivity","Stevens-Johnson syndrome,serious dermatologic reactions","AV heart block,hyponatremia","CYP3A4 inducers/inhibitors,oral contraceptives",C,Yes,Trileptal
Mood_Stabilizers,Anticonvulsant,Glutamate,Voltage-gated sodium channel blocker,Lamotrigine,Former_Terminology,3878,CHEMBL953,DB00555,D00354,C9H7Cl2N5,256.09,NC1=NC(Cl)=NC(Cl)=N1,PYZRQGJRPPTADH-UHFFFAOYSA-N,"SCN1A,SCN2A,SCN3A",Sodium channels,Glutamate neurotransmission,Voltage-gated ion channels,25-33,>98,55,"UGT1A4,UGT2B7",2-N-glucuronide (inactive),"Dizziness,headache,diplopia,ataxia,nausea","Stevens-Johnson syndrome,aseptic meningitis,blood dyscrasias",Life-threatening rashes,Hypersensitivity to lamotrigine,"Valproate,carbamazepine,phenytoin,oral contraceptives",C,Yes,Lamictal
Mood_Stabilizers,Anticonvulsant,Glutamate,Yet to be determined,Valproate,Former_Terminology,3121,CHEMBL109,DB00313,D00399,C8H16O2,144.21,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,"CACNA1G,CACNA1H,CACNA1I",T-type calcium channels,GABA enhancement,"Voltage-gated ion channels,histone deacetylase",9-16,>90,88-94,"UGT1A6,UGT1A9,UGT2B7",2-propyl-3-oxovaleric acid,"Nausea,vomiting,diarrhea,drowsiness,dizziness","Hepatotoxicity,pancreatitis,teratogenicity","Hepatotoxicity,teratogenicity,pancreatitis","Hepatic disease,urea cycle disorders,pregnancy","Aspirin,carbapenem antibiotics,cholestyramine",X,Yes,Depakote
Mood_Stabilizers,Salt,Lithium,Enzyme interactions,Lithium,Former_Terminology,28486,CHEMBL1200973,DB01356,D00801,Li,6.94,[Li+],HBBGRARXTFLTSG-UHFFFAOYSA-N,"GSK3B,INPP1,IMPase","GSK-3β,inositol phosphatases",Inositol signaling,"Glycogen synthase kinase,protein kinase C",18-36,>95,0,Renal elimination,None active,"Polyuria,polydipsia,weight gain,tremor,nausea","Lithium toxicity,nephrogenic diabetes insipidus,thyroid dysfunction",Lithium toxicity can produce irreversible neurological damage,"Renal or cardiovascular disease,dehydration","Diuretics,ACE inhibitors,NSAIDs",D,Yes,Lithobid
Cholinergic,,Acetylcholine,Enzyme inhibitor (acetylcholinesterase),Donepezil,NbN_Glossary,3152,CHEMBL502,DB00843,D00608,C24H29NO3,379.49,COC1=CC=C(C=C1)C2=CC=C3C=C(CC(=O)N4CCN(CC4)CC5=CC=CC=C5)C=CC3=N2,NHTMVDHEPJAVLT-UHFFFAOYSA-N,"ACHE,BCHE","Acetylcholinesterase,butyrylcholinesterase",Acetylcholine metabolism,Cholinergic neurotransmission,70,100,96,"CYP2D6,CYP3A4",6-O-desmethyldonepezil,"Nausea,diarrhea,insomnia,vomiting,muscle cramps","Bradycardia,syncope,seizures,rhabdomyolysis",None,"Sick sinus syndrome,supraventricular conduction disturbances","Anticholinergics,NSAIDs,beta-blockers",C,Yes,Aricept
Cholinergic,,Acetylcholine,"Enzyme inhibitor (acetylcholinesterase), a-7 nicotinic Receptor positive allosteric modulator",Galantamine,NbN_Glossary,9651,CHEMBL659,DB00674,D04292,C17H21NO3,287.35,COC1=CC2=C(C[C@H]3C[C@@H](C=C4)N3CC4=C2C=C1O),ASUTZQLVASHGKV-JDFRZJQESSA-N,"ACHE,CHRNA7","Acetylcholinesterase,α7 nicotinic receptor",Acetylcholine metabolism,Cholinergic neurotransmission,7,85-90,18,"CYP2D6,CYP3A4",O-desmethylgalantamine,"Nausea,vomiting,diarrhea,anorexia,weight loss","Bradycardia,AV block,syncope,seizures",None,"Severe hepatic/renal impairment,cardiac conduction disorders","Anticholinergics,neuromuscular blocking agents",B,Yes,Razadyne
Cholinergic,,Acetylcholine,"Enzyme inhibitor (acetylcholinesterase, butyrylacetycholinesterase)",Rivastigmine,NbN_Glossary,77991,CHEMBL636,DB00989,D05378,C14H22N2O2,250.34,CCN(C)C(=O)OC1=CC=C(C=C1)N(C)C(=O)NC,XSVMFMHYUFZWBK-UHFFFAOYSA-N,"ACHE,BCHE","Acetylcholinesterase,butyrylcholinesterase",Acetylcholine metabolism,Cholinergic neurotransmission,1.5,36,40,"Acetylcholinesterase,butyrylcholinesterase",NAP 226-90 (active),"Nausea,vomiting,loss of appetite,diarrhea,weight loss","Bradycardia,syncope,seizures,severe vomiting",None,"Sick sinus syndrome,conduction abnormalities","Anticholinergics,neuromuscular blocking agents",B,Yes,Exelon
Cholinergic,,Acetylcholine,Receptor partial agonist (nicotinic receptors),Varenicline,NbN_Glossary,5310966,CHEMBL1201,DB01273,D06217,C13H13N3,211.26,C1=CC2=C(C=C1)NC3=CC=NC=C3C2=CC(=O)N,JQSHBVHOMNKWFT-UHFFFAOYSA-N,"CHRNA4,CHRNA7,CHRNB2","α4β2,α7 nicotinic receptors",Nicotinic neurotransmission,Dopaminergic pathways,24,>90,20,CYP2B6,Varenicline N-carbamoylglucuronide,"Nausea,insomnia,abnormal dreams,headache,constipation","Neuropsychiatric events,cardiovascular events,seizures",Serious neuropsychiatric events,"Psychiatric disorders,seizure disorders",None significant,C,Yes,Chantix
Alcohol_Related,,Alcohol,Enzyme inhibitor (mainly liver),Disulfiram,NbN_Glossary,3117,CHEMBL964,DB00822,D00131,C10H20N2S4,296.54,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZNCJSGRTGCAM-UHFFFAOYSA-N,"ALDH1A1,ALDH2",Aldehyde dehydrogenase,Alcohol metabolism,Aldehyde accumulation,60-120,80-90,Unknown,CYP2E1,Diethyldithiocarbamate,"Drowsiness,tiredness,headache,acne,metallic taste","Disulfiram-alcohol reaction,hepatotoxicity,peripheral neuropathy",Severe or fatal reactions with alcohol,"Alcohol use,severe cardiovascular disease","Alcohol,metronidazole,phenytoin",C,Yes,Antabuse
Dopaminergic,,Dopamine,Receptor antagonist (D2),Amisulpiride,NbN_Glossary,2159,CHEMBL833,DB01224,D01425,C17H27N3O4S,369.48,CCN1CCCC1CNC(=O)C2=CC(S(=O)(=O)N)=C(N)C=C2OCC,NTJOBXMMWNYJFB-UHFFFAOYSA-N,"DRD2,DRD3","D2,D3 receptors",Dopamine neurotransmission,Serotonin receptor (minimal),12,48,16,Renal,None active,"Extrapyramidal symptoms,prolactin elevation,insomnia","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Parkinson's disease,prolactinoma","CNS depressants,dopamine agonists",C,Yes,Solian
Dopaminergic,,Dopamine,Receptor antagonist (D2),Fluphenazine,NbN_Glossary,3372,CHEMBL785,DB00623,D04097,C22H26F3N3OS,437.52,CCN(CC)CCCN1C2=CC=CC=C2SC3=CC=C(C(F)(F)F)C=C13,PLDAQRDNLSRFFS-UHFFFAOYSA-N,"DRD2,DRD3,DRD4","D2,D3,D4 receptors",Dopamine neurotransmission,Extrapyramidal system,14.2-58.1,Variable,>90,CYP2D6,7-hydroxyfluphenazine,"Extrapyramidal symptoms,sedation,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Parkinson's disease,CNS depression","CNS depressants,anticholinergics,lithium",C,Yes,Prolixin
Dopaminergic,,Dopamine,Receptor antagonist (D2),Haloperidol,NbN_Glossary,3559,CHEMBL54,DB00502,D00136,C21H23ClFNO2,375.86,OC(CCN1CCC(O)(C2=CC=C(Cl)C=C2)CC1)C3=CC=C(F)C=C3,FNDLEGDNHQJGSZ-UHFFFAOYSA-N,"DRD2,DRD3,DRD4","D2,D3,D4 receptors",Dopamine neurotransmission,Extrapyramidal system,14.5-36.7,40-75,92,"CYP3A4,CYP2D6",Reduced haloperidol,"Extrapyramidal symptoms,sedation,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Parkinson's disease,CNS depression","CNS depressants,anticholinergics,lithium",C,Yes,Haldol
Dopaminergic,,Dopamine,Receptor antagonist (D2),Sulpiride,NbN_Glossary,5355,CHEMBL21,DB00391,D01226,C15H23N3O4S,341.43,CCN1CCCC1CNC(=O)C2=CC(S(=O)(=O)N)=C(OC)C=C2OC,BGRJTUBHPOOWDU-UHFFFAOYSA-N,"DRD2,DRD3","D2,D3 receptors",Dopamine neurotransmission,Extrapyramidal system,6-8,25-35,40,Renal,None active,"Extrapyramidal symptoms,galactorrhea,gynecomastia","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Parkinson's disease,CNS depression","CNS depressants,anticholinergics",C,Yes,Dogmatil
Dopaminergic,,Dopamine,Receptor antagonist (D2),Perphenazine,NbN_Glossary,4748,CHEMBL11,DB00850,D08313,C21H26ClN3OS,403.97,CCN(CC)CCCN1C2=CC=CC=C2SC3=CC(Cl)=CC=C13,HDTRYLNUVZCQOY-UHFFFAOYSA-N,"DRD2,DRD3,DRD4","D2,D3,D4 receptors",Dopamine neurotransmission,Extrapyramidal system,9.4-14.3,32-40,91-99,CYP2D6,7-hydroxyperphenazine,"Extrapyramidal symptoms,sedation,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Parkinson's disease,CNS depression","CNS depressants,anticholinergics,lithium",C,Yes,Trilafon
Dopaminergic,,Dopamine,Receptor antagonist (D2),Pimozide,NbN_Glossary,16362,CHEMBL2109,DB01100,D01617,C28H29F2N3O,461.55,FC1=CC=C(C2CCN(CC2)C(=O)C3=CC(F)=C(N4C5=CC=CC=C5CC4)C=C3)C=C1,YVRGOYISAHTYKZ-UHFFFAOYSA-N,"DRD2,DRD3,DRD4","D2,D3,D4 receptors",Dopamine neurotransmission,Extrapyramidal system,55,50,99.97,"CYP3A4,CYP1A2",Unknown,"Extrapyramidal symptoms,QT prolongation,sedation","Tardive dyskinesia,neuroleptic malignant syndrome,cardiac arrhythmias",Increased mortality in dementia-related psychosis,"QT prolongation,CNS depression","QT prolonging drugs,CYP3A4 inhibitors",C,Yes,Orap
Dopaminergic,,Dopamine,Receptor antagonist (D2),Zuclopenthixol,NbN_Glossary,5311507,CHEMBL1201219,DB01624,D08690,C22H25ClN2OS,400.97,CN(C)CCC=C1C2=CC(Cl)=CC=C2SC3=CC=CC=C13,WQNBHEXHPTJYNU-UHFFFAOYSA-N,"DRD2,DRD3,DRD4","D2,D3,D4 receptors",Dopamine neurotransmission,Extrapyramidal system,20,49,98,CYP2D6,N-dealkylzuclopenthixol,"Extrapyramidal symptoms,sedation,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Parkinson's disease,CNS depression","CNS depressants,anticholinergics,lithium",C,Yes,Clopixol
Dopaminergic,,Dopamine,Reuptake inhibitor (DAT),Modafinil,NbN_Glossary,4236,CHEMBL1000,DB00745,D01832,C15H15NO2S,273.35,NC(=O)C(S(=O)CC1=CC=CC=C1)C2=CC=CC=C2,YFGHCGAQBIWVQZ-QMMMGPOBSA-N,"SLC6A3,SLC6A1","DAT,GABA transporter",Dopamine neurotransmission,"Histaminergic,orexinergic",15,Unknown,60,CYP3A4,Modafinil acid,"Headache,nausea,nervousness,rhinitis,diarrhea","Stevens-Johnson syndrome,angioedema,multi-organ hypersensitivity",None,"Left ventricular hypertrophy,mitral valve prolapse","CYP2C19 inhibitors,hormonal contraceptives",C,Yes,Provigil
Multi-neurotransmitter,,"Dopamine, Norepinephrine","Reuptake inhibitor (DAT, NET), releaser (DA, NE)",Amphetamine (D),NbN_Glossary,3007,CHEMBL405,DB00182,D07445,C9H13N,135.21,CC(N)CC1=CC=CC=C1,KWTSXDURSIMDCE-QMMMGPOBSA-N,"SLC6A3,SLC6A2,SLC6A4","DAT,NET,SERT",Dopamine/norepinephrine neurotransmission,"cAMP signaling,vesicular transport",9-14,>90,20,CYP2D6,Amphetamine,"Decreased appetite,insomnia,dry mouth,weight loss","Cardiovascular effects,growth suppression,psychosis",CNS stimulants have high potential for abuse and dependence,"Advanced arteriosclerosis,symptomatic cardiovascular disease","MAOIs,acidifying agents,alkalinizing agents",C,Yes,Dexedrine
Multi-neurotransmitter,,"Dopamine, Norepinephrine","Reuptake inhibitor (DAT, NET), releaser (DA, NE)","Amphetamine (D,L)",NbN_Glossary,3007,CHEMBL405,DB00182,D07445,C9H13N,135.21,CC(N)CC1=CC=CC=C1,KWTSXDURSIMDCE-QMMMGPOBSA-N,"SLC6A3,SLC6A2,SLC6A4","DAT,NET,SERT",Dopamine/norepinephrine neurotransmission,"cAMP signaling,vesicular transport",9-14,>90,20,CYP2D6,Amphetamine,"Decreased appetite,insomnia,dry mouth,weight loss","Cardiovascular effects,growth suppression,psychosis",CNS stimulants have high potential for abuse and dependence,"Advanced arteriosclerosis,symptomatic cardiovascular disease","MAOIs,acidifying agents,alkalinizing agents",C,Yes,Adderall
Multi-neurotransmitter,,"Dopamine, Norepinephrine","Reuptake inhibitor (DAT, NET), releaser (DA, NE)",Lisdexamfetamine,NbN_Glossary,11707110,CHEMBL1200469,DB01255,D07791,C15H25N3O,263.38,NCCCCCCNC(=O)C(N)CC1=CC=CC=C1,VOBHXZCDAVEXEY-VIFPVBQESA-N,"SLC6A3,SLC6A2","DAT,NET",Dopamine/norepinephrine neurotransmission,"Lysine cleavage,cAMP signaling",<1 (prodrug),>96,Unknown,Red blood cells,Dextroamphetamine,"Decreased appetite,insomnia,upper abdominal pain,irritability","Cardiovascular effects,growth suppression,psychosis",CNS stimulants have high potential for abuse and dependence,"Advanced arteriosclerosis,symptomatic cardiovascular disease","MAOIs,acidifying agents,alkalinizing agents",C,Yes,Vyvanse
Multi-neurotransmitter,,"Dopamine, Norepinephrine","Reuptake inhibitor (DAT, NET), releaser (DA, NE)",Methylphenidate (D),NbN_Glossary,4158,CHEMBL796,DB00422,D01296,C14H19NO2,233.31,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,DUGOZIWVEXMGBE-UHFFFAOYSA-N,"SLC6A3,SLC6A2,DRD4,DRD2","DAT,NET,D4,D2 receptors",Dopamine/norepinephrine neurotransmission,"cAMP signaling,calcium channels",2-3,11-1,15,CES1,Ritalinic acid (inactive),"Decreased appetite,insomnia,abdominal pain,headache","Growth suppression,cardiovascular effects,psychosis",CNS stimulants have high potential for abuse and dependence,"Advanced arteriosclerosis,symptomatic cardiovascular disease","MAOIs,antihypertensives,anticoagulants",C,Yes,Focalin
Multi-neurotransmitter,,"Dopamine, Norepinephrine","Reuptake inhibitor (DAT, NET), releaser (DA, NE)","Methylphenidate (D,L)",NbN_Glossary,4158,CHEMBL796,DB00422,D01296,C14H19NO2,233.31,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,DUGOZIWVEXMGBE-UHFFFAOYSA-N,"SLC6A3,SLC6A2,DRD4,DRD2","DAT,NET,D4,D2 receptors",Dopamine/norepinephrine neurotransmission,"cAMP signaling,calcium channels",2-3,11-1,15,CES1,Ritalinic acid (inactive),"Decreased appetite,insomnia,abdominal pain,headache","Growth suppression,cardiovascular effects,psychosis",CNS stimulants have high potential for abuse and dependence,"Advanced arteriosclerosis,symptomatic cardiovascular disease","MAOIs,antihypertensives,anticoagulants",C,Yes,Ritalin
Multi-neurotransmitter,,"Dopamine, Norepinephrine, Serotonin",Enzyme inhibitor (MAO-B and -A),Selegiline,NbN_Glossary,26757,CHEMBL972,DB01037,D07453,C13H17N,187.28,CC(CC#CC1=CC=CC=C1)N(C)C,MEZLKOACVSPNER-GFCCVEGCSA-N,"MAOB,MAOA","MAO-B,MAO-A",Monoamine metabolism inhibition,Dopamine metabolism,17-20.5,73,>90,CYP2B6,"L-amphetamine,L-methamphetamine","Nausea,dizziness,abdominal pain,dry mouth,headache","Hypertensive crisis,serotonin syndrome,dyskinesia",None,"Meperidine,tramadol,dextromethorphan","Opioids,SSRIs,tricyclics",C,Yes,Eldepryl
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Chlorpromazine,NbN_Glossary,2726,CHEMBL71,DB00477,D00270,C17H19ClN2S,318.86,CN(C)CCCN1C2=CC=CC=C2SC3=CC(Cl)=CC=C13,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,"DRD2,HTR2A,ADRA1A,HRH1","D2,5-HT2A,α1,H1 receptors",Dopamine/serotonin neurotransmission,"Adrenergic,histaminergic",30,32,95,CYP2D6,7-hydroxychlorpromazine,"Extrapyramidal symptoms,sedation,hypotension,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome,agranulocytosis",Increased mortality in dementia-related psychosis,"Parkinson's disease,CNS depression,bone marrow depression","CNS depressants,anticholinergics,lithium",C,Yes,Thorazine
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Flupenthixol,NbN_Glossary,3165,CHEMBL1388,DB00875,D04099,C23H25F3N2OS,434.52,CCN(CC)CCCN1C2=CC(C(F)(F)F)=CC=C2SC3=CC=CC=C13,PHQFBKQTLCZLGR-UHFFFAOYSA-N,"DRD2,HTR2A","D2,5-HT2A receptors",Dopamine/serotonin neurotransmission,Extrapyramidal system,35,40-55,>90,CYP2D6,Unknown,"Extrapyramidal symptoms,sedation,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"Parkinson's disease,CNS depression","CNS depressants,anticholinergics,lithium",C,Yes,Fluanxol
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Loxapine,NbN_Glossary,3964,CHEMBL42,DB00408,D08120,C18H18ClN3O,327.81,CN1CCN(CC1)C2=NC3=CC(Cl)=CC=C3OC4=CC=CC=C24,XJGFXAXXJBJKQM-UHFFFAOYSA-N,"DRD2,HTR2A,HRH1,ADRA1A","D2,5-HT2A,H1,α1 receptors",Dopamine/serotonin neurotransmission,"Adrenergic,histaminergic",4,33,91-99,"CYP3A4,CYP2D6",8-hydroxyloxapine,"Extrapyramidal symptoms,sedation,anticholinergic effects","Tardive dyskinesia,neuroleptic malignant syndrome",Increased mortality in dementia-related psychosis,"CNS depression,severe cardiovascular disease","CNS depressants,anticholinergics",C,Yes,Loxitane
Multi-neurotransmitter,,"Dopamine, Serotonin","Receptor antagonist (D2, 5-HT2)",Lurasidone,NbN_Glossary,213046,CHEMBL1200971,DB08815,D09639,C28H36N4O2S,492.68,O=C1NC2(CCCCC2)CN1C3CCN(CC3)C4=NC5=CC=CC=C5C6=CC=CC=C46,PQXKDMSYBGKCJA-CVTJIBDQSA-N,"DRD2,HTR2A,HTR7,ADRA2A","D2,5-HT2A,5-HT7,α2 receptors",Dopamine/serotonin neurotransmission,Adrenergic system,18,9-19,99,CYP3A4,"ID-14283,ID-14326","Somnolence,akathisia,nausea,parkinsonism,agitation","Tardive dyskinesia,neuroleptic malignant syndrome,hyperglycemia",Increased mortality in dementia-related psychosis,Dementia-related psychosis,"Strong CYP3A4 inhibitors,CNS depressants",B,Yes,Latuda
