root	section	doc_type	variant	symlink	symlink_target	size_kb	status	date	tags	title	path
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/trend.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/arrow-right.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/user.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/layers.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/transcript.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/chart-line.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/atom.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/info.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/heart-pulse.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/toggle.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/search.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.2					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/home.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/cytonome.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/mic.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/bell.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/x-circle.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/cell.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/trajectory.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/gear.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.2					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/chevron-down.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/check-circle.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/close.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/helix.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/speaker.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/dna.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/chart-bar.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/support.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/cytoverse.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/network.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/alert-triangle.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/flask.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/molecule.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/line/clock.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/flag.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/lock.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/warning.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.2					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/shield.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/distribution.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/microscope.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/live-dot.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/cytoscope.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/waveform.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/scatter.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/menu.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/sync.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/sliders.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/wave.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.7					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/heatmap.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/trend.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/arrow-right.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/user.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/layers.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/transcript.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/chart-line.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/atom.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/info.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/heart-pulse.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/toggle.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/search.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/home.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/cytonome.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/mic.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/bell.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/x-circle.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/cell.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/trajectory.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/gear.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.2					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/chevron-down.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/check-circle.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/close.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/helix.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/speaker.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/dna.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/chart-bar.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/support.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/cytoverse.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/network.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/alert-triangle.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/flask.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/molecule.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/icons/solid/clock.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		643.7					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/og-image.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/cytognosis-mono.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		95.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/avatar.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		292.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/linkedin-banner.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		107.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/android-chrome-512.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.7					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/favicon-16.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		5.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/cytognosis-wordmark-light.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		274.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/app-icon-ios-1024.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		274.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/app-icon-macos-1024.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		5.2					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/cytognosis-mark-simplified.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		1.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/favicon-32.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		3.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/favicon-48.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		5.8					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/cytognosis-logo-latest-2026-07.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		21.6					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/android-chrome-192.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		5.8					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/app-icon-master-1024.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/cytognosis-reversed.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		84.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/app-icon-android-512.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		6.1					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/slide-divider.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		19.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/apple-touch-icon.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		6.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/slide-cover.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		5.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/cytognosis-wordmark-dark.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		1.8					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-dark.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		6.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-light-clean.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		220.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-dark.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		1.8					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-light.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		7.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-dark-clean.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		198.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-logo-only.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		222.6					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-light.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		6.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-logo-only-square-clean.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		1.6					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-mark.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	archive	no		6.6					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/logos/archive/cytognosis-logo-only-clean.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		1484.6					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/ui-components.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		1528.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/glass-brain.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		1413.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/ref-2.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		1626.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/molecular-network.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		2184.8					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/brain-contour.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		2248.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/ref-1.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		1486.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/dna-helix.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		2024.6					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/wearable-signal.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		2078.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/hero-portrait.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		1554.8					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/assets/images/researcher-dashboard.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		61.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/check-desktop-talk.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		30.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/check-orb.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		15.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/01-voice3.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		12.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/check-desktop.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		27.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/check-voice.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		15.7					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/light-home.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		27.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/home-surface.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		55.0					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/check-desktop2.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		52.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/check-desktop-plan.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		8.1					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/01-voice2.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		18.8					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/02-voice3.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		28.8					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/check-object.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		15.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/02-voice2.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		15.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/voice.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-after-16.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		6.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-before-64.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		0.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-before-16.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		175.2					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-after-512.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		77.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/icons-solid.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		2.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-after-32.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		81.6					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/icons-line.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		2.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-before-32.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		385.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-comparison.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		5.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-before.svg
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		174.9					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-before-512.png
project:Science and Platform	design-system-merge-2026-07	diagram/asset	primary	no		6.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/screenshots/phase2/mark-after-64.png
project:Science and Platform	design-system-merge-2026-07	design	primary	no		2.5					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/guidelines/colors-violet.card.html
project:Science and Platform	design-system-merge-2026-07	design	primary	no		2.2					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/guidelines/colors-soft.card.html
project:Science and Platform	design-system-merge-2026-07	design	primary	no		2.3					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/guidelines/colors-semantic.card.html
project:Science and Platform	design-system-merge-2026-07	design	primary	no		2.6					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/guidelines/spacing-radii.card.html
project:Science and Platform	design-system-merge-2026-07	design	primary	no		2.4					Claude/Projects/Science and Platform/design-system-merge-2026-07/01_extracted/v11_1/guidelines/colors-indigo.card.html
