target_table,disease_name,mondo_id,cluster,rdoc_domain,rdoc_construct,rdoc_subconstruct,hitop_spectrum,hitop_subfactor,sign,magnitude,weight,n_sources,sources,evidence_note
RDoC,Attention deficit hyperactivity disorder,MONDO:0007743,D_neurodev_other,Sensorimotor Systems,Motor Actions,Initiation,,,1,0.85,+0.850,3,Dane 2000 J Am Acad Child Adolesc Psychiatry PMID:10638065; Halperin 2008 Biol Psychiatry; meta of motor activity in ADHD; Faraone 2021 Neurosci Biobehav Rev PMID:33549739,Hyperactivity = excessive motor output / over-initiation of motor actions (RELEASE).
RDoC,Attention deficit hyperactivity disorder,MONDO:0007743,D_neurodev_other,Sensorimotor Systems,Motor Actions,Inhibition and Termination,,,-1,0.85,-0.850,2,Lipszyc & Schachar 2010 J Int Neuropsychol Soc PMID:20663226; Faraone 2021 Neurosci Biobehav Rev PMID:33549739,Deficient motor inhibition/termination; converges with response-inhibition deficits.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Cognitive Systems,Perception,Visual Perception,,,1,0.55,+0.550,2,Simmons 2009 Vision Res PMID:19682485; Robertson & Baron-Cohen 2017 Nat Rev Neurosci PMID:28951611,Enhanced local visual processing / superior detail perception in many individuals with ASD.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Cognitive Systems,Perception,Olfactory/Somatosensory/Multimodal Perception,,,1,0.7,+0.700,2,Marco 2011 Pediatr Res PMID:21289540; Robertson & Baron-Cohen 2017 Nat Rev Neurosci PMID:28951611,Sensory hyper-responsiveness (tactile/auditory) is common in ASD; GAIN/release direction predominates over hypo-responsiveness.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Social Processes,Affiliation and Attachment,,,,-1,0.8,-0.800,2,Chevallier 2012 Trends Cogn Sci PMID:22425667; Bottini 2018 Int Rev Res Dev Disabil PMID:30713424,Social motivation hypothesis: reduced affiliation drive / decreased reward value of social stimuli.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Social Processes,Social Communication,Reception of Facial Communication,,,-1,0.85,-0.850,2,Uljarevic & Hamilton 2013 J Autism Dev Disord PMID:23231823; Lozier 2014 Dev Psychopathol PMID:24612946,Impaired facial emotion recognition; meta-analytic effect sizes moderate to large.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Social Processes,Social Communication,Production of Facial Communication,,,-1,0.7,-0.700,2,Trevisan 2018 Dev Cogn Neurosci PMID:29274987; Brewer 2016 Autism Res PMID:26305051,Reduced spontaneous and posed facial expression production.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Social Processes,Social Communication,Reception of Non-Facial Communication,,,-1,0.75,-0.750,2,Globerson 2015 Autism Res PMID:25962745; Boucher 2012 Autism Res PMID:22308040,Impaired prosody/vocal-emotion recognition.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Social Processes,Social Communication,Production of Non-Facial Communication,,,-1,0.7,-0.700,2,Fusaroli 2017 Autism Res PMID:27911053; McCann 2003 Int J Lang Commun Disord PMID:14578039,"Atypical prosody, gesture, and non-verbal communication production."
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Social Processes,Perception and Understanding of Others,Animacy Perception,,,-1,0.7,-0.700,2,Klin 2003 Philos Trans R Soc B PMID:12689374; Rutherford 2006 J Autism Dev Disord PMID:16453072,Reduced animacy detection from point-light/biological motion displays.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Social Processes,Perception and Understanding of Others,Action Perception,,,-1,0.65,-0.650,2,Federici 2020 Neurosci Biobehav Rev PMID:32035117; Kaiser 2010 Curr Biol PMID:20137949,Biological-motion / action-perception deficits across meta-analyses.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Social Processes,Perception and Understanding of Others,Understanding Mental States,,,-1,0.9,-0.900,3,Chung 2014 Schizophr Bull PMID:23686020; Yeung 2022 Neurosci Biobehav Rev meta-analysis ToM ASD; Senju 2013 Neuroscientist PMID:23047890,Theory-of-mind/mentalizing deficits central to ASD; large meta-analytic effect sizes.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Sensorimotor Systems,Habit - Sensorimotor,,,,1,0.8,+0.800,2,Lewis 2007 Ment Retard Dev Disabil Res Rev PMID:17326111; Hollander 2009 Biol Psychiatry PMID:19394019,Restricted/repetitive routines reflect excess sensorimotor habit formation/rigidity.
RDoC,Autism spectrum disorder,MONDO:0005258,D_neurodev_other,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.9,+0.900,2,Goldman 2009 Brain Res Bull PMID:19782787; Mosconi 2015 Front Neurosci PMID:26283910,"Stereotypies/repetitive motor behaviors (hand-flapping, body-rocking) = RELEASE of innate motor patterns."
RDoC,Borderline personality disorder,MONDO:0005482,D_neurodev_other,Negative Valence Systems,"Acute Threat (""Fear"")",,,,1,0.85,+0.850,3,Staebler 2011 Psychol Med PMID:21205359; Mancke 2018 Curr Psychiatry Rep PMID:30032442; Foxhall 2019 Personal Ment Health PMID:30387303,Rejection sensitivity / interpersonal threat hypersensitivity with amygdala hyperreactivity to social-threat cues.
RDoC,Borderline personality disorder,MONDO:0005482,D_neurodev_other,Negative Valence Systems,Sustained Threat,,,,1,0.7,+0.700,2,Carpenter & Trull 2013 Curr Psychiatry Rep PMID:23254316; Krause-Utz 2014 Curr Psychiatry Rep PMID:24633939,Chronic stress reactivity / sustained negative affect prominent in BPD.
RDoC,Borderline personality disorder,MONDO:0005482,D_neurodev_other,Cognitive Systems,Cognitive Control,Response Selection; Inhibition/Suppression,,,-1,0.7,-0.700,2,Sebastian 2013 J Pers Disord PMID:23987058; Lampe 2007 Psychiatry Res PMID:17448546,"Response inhibition deficits, particularly under emotional arousal."
RDoC,Borderline personality disorder,MONDO:0005482,D_neurodev_other,Social Processes,Perception and Understanding of Self,Agency,,,-1,0.55,-0.550,2,Beeney 2016 J Pers Disord PMID:25710734; Fuchs 2007 Psychopathology PMID:17570955,Disturbed sense of agency related to dissociative symptoms.
RDoC,Borderline personality disorder,MONDO:0005482,D_neurodev_other,Social Processes,Perception and Understanding of Self,Self-Knowledge,,,-1,0.85,-0.850,3,Jorgensen 2010 J Pers Disord PMID:20695806; Beeney 2016 J Pers Disord PMID:25710734; Fuchs 2007 Psychopathology PMID:17570955,Identity diffusion / disturbance = -1 (deficient) self-knowledge; DSM-5 BPD criterion.
RDoC,Borderline personality disorder,MONDO:0005482,D_neurodev_other,Social Processes,Perception and Understanding of Others,Understanding Mental States,,,-1,0.55,-0.550,2,Németh 2018 J Pers Disord PMID:29388894; Roepke 2013 Front Hum Neurosci PMID:23335890,Mentalizing impairments under conditions of high arousal; less severe than ASD.
RDoC,Borderline personality disorder,MONDO:0005482,D_neurodev_other,Arousal and Regulatory Systems,Arousal,,,,1,0.9,+0.900,3,Carpenter & Trull 2013 Curr Psychiatry Rep PMID:23254316; Santangelo 2014 J Abnorm Psychol PMID:24661156; Mancke 2018 Curr Psychiatry Rep PMID:30032442,Affective lability/dysregulation = +1 RELEASE in arousal/regulatory systems; defining feature of BPD.
RDoC,Bulimia nervosa,MONDO:0005509,D_neurodev_other,Negative Valence Systems,Frustrative Nonreward,,,,1,0.55,+0.550,2,Lavender 2015 Clin Psychol Rev PMID:25817005; Berg 2013 Int J Eat Disord PMID:23996150,Negative affect/frustration precipitates binge episodes; elevated reactivity to nonreward.
RDoC,Bulimia nervosa,MONDO:0005509,D_neurodev_other,Positive Valence Systems,Reward Responsiveness,Initial Response to Reward,,,1,0.7,+0.700,2,Wang 2011 Obesity PMID:21701570; Bohon 2011 J Abnorm Psychol PMID:21859167,Enhanced reward response to palatable food cues in BN; +1 in food-cue reactivity.
RDoC,Bulimia nervosa,MONDO:0005509,D_neurodev_other,Positive Valence Systems,Reward Responsiveness,Reward Satiation,,,-1,0.65,-0.650,2,Monteleone 2017 Eur J Neurosci PMID:28556407; Berner 2017 Eur Eat Disord Rev PMID:28480586,Disrupted satiety signaling / failure of normal reward satiation supports binge eating.
RDoC,Bulimia nervosa,MONDO:0005509,D_neurodev_other,Cognitive Systems,Cognitive Control,Response Selection; Inhibition/Suppression,,,-1,0.85,-0.850,3,Wu 2013 Psychol Med PMID:23151390; Bartholdy 2017 Psychol Bull PMID:28368148; Smith 2018 Clin Psychol Rev PMID:30359629 (PMID:30359629),"Impaired response inhibition (slower SSRT, more commission errors) characterizes BN binge-purge symptoms."
RDoC,Bulimia nervosa,MONDO:0005509,D_neurodev_other,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.7,+0.700,2,Smith 2018 Clin Psychol Rev PMID:30359629; Hilbert 2014 Front Psychol PMID:24795692,Binge eating represents release of feeding consummatory motor patterns.
RDoC,Opioid use disorder,MONDO:0005617,D_neurodev_other,Negative Valence Systems,Sustained Threat,,,,1,0.7,+0.700,2,Koob & Volkow 2016 Lancet Psychiatry PMID:27475769; Evans & Cahill 2016 F1000Res PMID:27408689,Chronic stress/negative-affect amplification during withdrawal/protracted abstinence drives sustained threat reactivity.
RDoC,Opioid use disorder,MONDO:0005617,D_neurodev_other,Positive Valence Systems,Reward Responsiveness,Reward Anticipation,,,-1,0.65,-0.650,2,Murray 2014 Drug Alcohol Depend PMID:24461691; Garrison & Potenza 2014 Curr Drug Abuse Rev PMID:24484568,Blunted ventral striatal anticipation of non-drug reward in chronic opioid users.
RDoC,Opioid use disorder,MONDO:0005617,D_neurodev_other,Positive Valence Systems,Reward Learning,Habit - PVS,,,1,0.85,+0.850,3,Everitt & Robbins 2016 Annu Rev Psychol PMID:26393668; Volkow 2016 N Engl J Med PMID:26816013; Koob & Volkow 2016 Lancet Psychiatry PMID:27475769,Compulsive opioid seeking driven by habit-system encroachment; central neurobiological model of OUD.
RDoC,Opioid use disorder,MONDO:0005617,D_neurodev_other,Positive Valence Systems,Reward Valuation,Delay,,,1,0.8,+0.800,3,Madden 1997 Exp Clin Psychopharmacol PMID:9385000; Kirby 2004 Addiction PMID:14756710; Amlung 2017 Addiction PMID:27786386,Steeper delay discounting consistently found in OUD.
RDoC,Opioid use disorder,MONDO:0005617,D_neurodev_other,Cognitive Systems,Cognitive Control,Response Selection; Inhibition/Suppression,,,-1,0.75,-0.750,2,Baldacchino 2012 Neurosci Biobehav Rev PMID:22487520; Wang 2020 Drug Alcohol Depend PMID:32717503,Response inhibition deficits documented across heroin and prescription-opioid users.
RDoC,Opioid use disorder,MONDO:0005617,D_neurodev_other,Arousal and Regulatory Systems,Arousal,,,,1,0.65,+0.650,2,Koob & Volkow 2016 Lancet Psychiatry PMID:27475769; Heilig 2016 Nat Rev Neurosci PMID:27795558,Withdrawal-associated hyperarousal and autonomic dysregulation.
RDoC,Tourette syndrome,MONDO:0005222,D_neurodev_other,Cognitive Systems,Perception,Olfactory/Somatosensory/Multimodal Perception,,,1,0.65,+0.650,2,Belluscio 2011 Neurology PMID:21430303; Houghton 2014 Compr Psychiatry PMID:24314881,Premonitory sensory urges / heightened somatosensory awareness common in TS.
RDoC,Tourette syndrome,MONDO:0005222,D_neurodev_other,Cognitive Systems,Cognitive Control,Response Selection; Inhibition/Suppression,,,-1,0.55,-0.550,2,Morand-Beaulieu 2017 Neurosci Biobehav Rev PMID:28115008; Channon 2003 J Clin Exp Neuropsychol PMID:12925942,"Mild response-inhibition deficits in TS, partly mediated by ADHD comorbidity."
RDoC,Tourette syndrome,MONDO:0005222,D_neurodev_other,Sensorimotor Systems,Motor Actions,Initiation,,,1,0.85,+0.850,2,Albin & Mink 2006 Trends Neurosci PMID:16443301; Leckman 2014 Curr Top Behav Neurosci PMID:24272458,Excessive motor initiation = tics; striatal hyperactivity drives unwanted movement initiation.
RDoC,Tourette syndrome,MONDO:0005222,D_neurodev_other,Sensorimotor Systems,Motor Actions,Inhibition and Termination,,,-1,0.85,-0.850,3,Ganos 2014 Brain PMID:24277722; Mueller 2006 J Cogn Neurosci PMID:16839303; Kuno 2026 Cell Rep PMID:42025160,Deficient tic suppression / impaired motor inhibition; reduced cortical inhibitory tone.
RDoC,Tourette syndrome,MONDO:0005222,D_neurodev_other,Sensorimotor Systems,Agency and Ownership,,,,-1,0.6,-0.600,2,Ganos 2015 Mov Disord PMID:25754751; Cavanna 2017 Neurosci Biobehav Rev PMID:28189754,Premonitory urges and reduced volitional control over tics impair sense of motor agency.
RDoC,Tourette syndrome,MONDO:0005222,D_neurodev_other,Sensorimotor Systems,Habit - Sensorimotor,,,,1,0.85,+0.850,3,Delorme 2016 Brain PMID:26917598; Leckman 2014 Curr Top Behav Neurosci PMID:24272458; Worbe 2015 Brain PMID:25564499,Enhanced habit learning / striatal habit-system bias documented in TS.
RDoC,Tourette syndrome,MONDO:0005222,D_neurodev_other,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.95,+0.950,3,Leckman 2014 Curr Top Behav Neurosci PMID:24272458; Worbe 2015 Brain PMID:25564499; Albin & Mink 2006 Trends Neurosci PMID:16443301,Tics = involuntary RELEASE of innate motor patterns from striatal disinhibition / aberrant basal ganglia output.
RDoC,Alzheimer disease,MONDO:0004975,E_neurodegen,Positive Valence Systems,Reward Responsiveness,Reward Anticipation,,,-1,0.5,-0.500,2,PMID:26540080; PMID:31727229,Apathy (loss of motivation/reward anticipation) is the most common neuropsychiatric symptom in AD
RDoC,Alzheimer disease,MONDO:0004975,E_neurodegen,Cognitive Systems,Attention,,,,-1,0.7,-0.700,1,PMID:16060827,Attention deficits (divided/selective) consistently reported alongside memory in AD
RDoC,Alzheimer disease,MONDO:0004975,E_neurodegen,Cognitive Systems,Perception,Visual Perception,,,1,0.4,+0.400,2,PMID:35379344; PMID:29349076,Visual hallucinations occur in ~13-16% of AD (released visual perceptual phenomena)
RDoC,Alzheimer disease,MONDO:0004975,E_neurodegen,Cognitive Systems,Declarative Memory,,,,-1,0.95,-0.950,2,PMID:35116217; PMID:37315722,"Episodic/declarative memory loss is the hallmark presenting deficit in AD, tied to early hippocampal degeneration"
RDoC,Alzheimer disease,MONDO:0004975,E_neurodegen,Cognitive Systems,Language,,,,-1,0.7,-0.700,2,PMID:3730816; PMID:38351719,Anomia and language comprehension deficits common in AD; semantic memory degradation
RDoC,Alzheimer disease,MONDO:0004975,E_neurodegen,Cognitive Systems,Working Memory,Active Maintenance,,,-1,0.7,-0.700,1,PMID:16060827,Working memory (active maintenance) and central executive components are impaired in AD relative to controls
RDoC,Alzheimer disease,MONDO:0004975,E_neurodegen,Social Processes,Perception and Understanding of Others,Understanding Mental States,,,-1,0.5,-0.500,1,PMID:38570083,Social cognition / theory of mind deficits emerge in moderate to advanced AD
RDoC,Alzheimer disease,MONDO:0004975,E_neurodegen,Arousal and Regulatory Systems,Circadian Rhythms,,,,-1,0.55,-0.550,2,PMID:28890168; PMID:34788794,"Circadian rhythm disruption (suprachiasmatic nucleus pathology, sundowning) documented in AD"
RDoC,Alzheimer disease,MONDO:0004975,E_neurodegen,Arousal and Regulatory Systems,Sleep-Wakefulness,,,,-1,0.6,-0.600,2,PMID:28890168; PMID:26606319,"Sleep-wake disturbance, fragmentation and reduced sleep efficiency are common in AD"
RDoC,Amyotrophic lateral sclerosis,MONDO:0004976,E_neurodegen,Cognitive Systems,Cognitive Control,"Goal Selection; Updating, Representation, and Maintenance",,,-1,0.5,-0.500,2,PMID:27236371; PMID:22953735,Executive dysfunction present in ~30-50% of ALS (ALS-ci); Strong consensus criteria
RDoC,Amyotrophic lateral sclerosis,MONDO:0004976,E_neurodegen,Social Processes,Perception and Understanding of Others,Understanding Mental States,,,-1,0.45,-0.450,2,PMID:27236371; PMID:36605066,Social cognition/theory of mind deficits documented in ALS-FTD spectrum
RDoC,Amyotrophic lateral sclerosis,MONDO:0004976,E_neurodegen,Sensorimotor Systems,Motor Actions,Initiation,,,-1,0.8,-0.800,1,PMID:26131548,Both UMN and LMN involvement impair motor initiation as well as execution
RDoC,Amyotrophic lateral sclerosis,MONDO:0004976,E_neurodegen,Sensorimotor Systems,Motor Actions,Execution,,,-1,0.95,-0.950,2,PMID:26131548; PMID:27450455,Progressive muscle weakness and motor neuron loss define ALS; severe motor execution failure
RDoC,Amyotrophic lateral sclerosis,MONDO:0004976,E_neurodegen,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.5,+0.500,1,PMID:26131548,Fasciculations (spontaneous motor unit discharges) are a positive/release motor sign in ALS
RDoC,Dementia with Lewy bodies,MONDO:0007488,E_neurodegen,Cognitive Systems,Attention,,,,-1,0.85,-0.850,2,PMID:28592453; PMID:27042903,Fluctuating attention and arousal is a core diagnostic feature of DLB
RDoC,Dementia with Lewy bodies,MONDO:0007488,E_neurodegen,Cognitive Systems,Perception,Visual Perception,,,1,0.9,+0.900,2,PMID:28592453; PMID:27042903,"Recurrent, well-formed visual hallucinations are a core diagnostic feature of DLB (released visual perception)"
RDoC,Dementia with Lewy bodies,MONDO:0007488,E_neurodegen,Cognitive Systems,Perception,Visual Perception,,,-1,0.7,-0.700,2,PMID:28592453; PMID:27042903,"Visuospatial/visuoperceptual accuracy deficits are an early DLB feature (e.g., pentagon copy, clock drawing)"
RDoC,Dementia with Lewy bodies,MONDO:0007488,E_neurodegen,Cognitive Systems,Declarative Memory,,,,-1,0.5,-0.500,1,PMID:28592453,Declarative memory impaired in DLB but less prominent than visuospatial/attention deficits
RDoC,Dementia with Lewy bodies,MONDO:0007488,E_neurodegen,Cognitive Systems,Cognitive Control,"Goal Selection; Updating, Representation, and Maintenance",,,-1,0.7,-0.700,1,PMID:28592453,Executive dysfunction prominent and early in DLB cognitive profile
RDoC,Dementia with Lewy bodies,MONDO:0007488,E_neurodegen,Arousal and Regulatory Systems,Sleep-Wakefulness,,,,-1,0.85,-0.850,2,PMID:28592453; PMID:30789229,REM sleep behavior disorder is a core diagnostic feature of DLB (>80% in some cohorts)
RDoC,Dementia with Lewy bodies,MONDO:0007488,E_neurodegen,Sensorimotor Systems,Motor Actions,Initiation,,,-1,0.7,-0.700,2,PMID:28592453; PMID:29510692,"Spontaneous parkinsonism (bradykinesia, rigidity) is a core feature of DLB"
RDoC,Frontotemporal dementia,MONDO:0017276,E_neurodegen,Positive Valence Systems,Reward Responsiveness,Reward Anticipation,,,-1,0.7,-0.700,2,PMID:21810890; PMID:30422576,Apathy is a core diagnostic feature of bvFTD (Rascovsky criteria)
RDoC,Frontotemporal dementia,MONDO:0017276,E_neurodegen,Cognitive Systems,Cognitive Control,Response Selection; Inhibition/Suppression,,,-1,0.85,-0.850,2,PMID:21810890; PMID:30422576,Disinhibition is a core diagnostic feature of bvFTD (Rascovsky criteria); impaired response suppression
RDoC,Frontotemporal dementia,MONDO:0017276,E_neurodegen,Social Processes,Affiliation and Attachment,,,,-1,0.75,-0.750,2,PMID:21810890; PMID:30422576,Loss of empathy and social affiliation is a diagnostic criterion of bvFTD
RDoC,Frontotemporal dementia,MONDO:0017276,E_neurodegen,Social Processes,Social Communication,Reception of Facial Communication,,,-1,0.7,-0.700,2,PMID:40145360; PMID:31902277,Facial emotion recognition (negative emotions) impaired in bvFTD
RDoC,Frontotemporal dementia,MONDO:0017276,E_neurodegen,Social Processes,Perception and Understanding of Self,Self-Knowledge,,,-1,0.6,-0.600,1,PMID:21810890,Loss of insight/self-awareness is documented in bvFTD criteria
RDoC,Frontotemporal dementia,MONDO:0017276,E_neurodegen,Social Processes,Perception and Understanding of Others,Understanding Mental States,,,-1,0.85,-0.850,2,PMID:40145360; PMID:22529204,Theory of mind deficits are profound in bvFTD; meta-analytic evidence for impaired mental state attribution
RDoC,Frontotemporal dementia,MONDO:0017276,E_neurodegen,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.55,+0.550,1,PMID:21810890,"Stereotyped, ritualistic, perseverative motor behaviors are diagnostic feature of bvFTD"
RDoC,Huntington disease,MONDO:0007739,E_neurodegen,Positive Valence Systems,Reward Responsiveness,Reward Anticipation,,,-1,0.6,-0.600,2,PMID:36128678; PMID:27296904,Apathy is the most common psychiatric symptom of HD (~50-70%) and tracks disease progression
RDoC,Huntington disease,MONDO:0007739,E_neurodegen,Cognitive Systems,Cognitive Control,Response Selection; Inhibition/Suppression,,,-1,0.75,-0.750,2,PMID:24959703; PMID:31703597,"Response inhibition (Stroop, Go/No-Go) impaired in pre- and manifest HD"
RDoC,Huntington disease,MONDO:0007739,E_neurodegen,Cognitive Systems,Working Memory,,,,-1,0.65,-0.650,2,PMID:28817209; PMID:28649493,Working memory and set-shifting deficits are well-documented in manifest HD
RDoC,Huntington disease,MONDO:0007739,E_neurodegen,Sensorimotor Systems,Motor Actions,Inhibition and Termination,,,-1,0.85,-0.850,2,PMID:28817209; PMID:24959703,Impaired motor inhibition (loss of striatal indirect pathway) underlies chorea and dystonia in HD
RDoC,Huntington disease,MONDO:0007739,E_neurodegen,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.95,+0.950,2,PMID:28817209; PMID:37629202,"Chorea — involuntary, dance-like, released movement — is the defining motor feature of HD"
RDoC,Multiple sclerosis,MONDO:0005301,E_neurodegen,Cognitive Systems,Attention,,,,-1,0.7,-0.700,2,PMID:33070785; PMID:36964744,Attention and processing-speed deficits are core cognitive features of MS
RDoC,Multiple sclerosis,MONDO:0005301,E_neurodegen,Cognitive Systems,Perception,Visual Perception,,,-1,0.75,-0.750,2,PMID:27793206; PMID:34863058,"Optic neuritis affects ~50% of MS patients at some point, causing visual perception deficits"
RDoC,Multiple sclerosis,MONDO:0005301,E_neurodegen,Cognitive Systems,Working Memory,,,,-1,0.7,-0.700,2,PMID:33070785; PMID:36964744,Working memory impairment well-documented in MS across phenotypes
RDoC,Multiple sclerosis,MONDO:0005301,E_neurodegen,Arousal and Regulatory Systems,Arousal,,,,-1,0.75,-0.750,2,PMID:26103030; PMID:38425686,Fatigue is the most common MS symptom (~80%); reflects dysregulated arousal/sustained effort
RDoC,Multiple sclerosis,MONDO:0005301,E_neurodegen,Arousal and Regulatory Systems,Sleep-Wakefulness,,,,-1,0.55,-0.550,1,PMID:26103030,Sleep disturbance prevalent in MS and correlated with fatigue
RDoC,Multiple sclerosis,MONDO:0005301,E_neurodegen,Sensorimotor Systems,Motor Actions,Execution,,,-1,0.7,-0.700,2,PMID:17974617; PMID:27638926,Pyramidal motor weakness and disability are common in progressive MS phenotypes
RDoC,Parkinson disease,MONDO:0005180,E_neurodegen,Positive Valence Systems,Reward Responsiveness,Reward Anticipation,,,-1,0.7,-0.700,2,PMID:35750224; PMID:38370450,Apathy and blunted reward anticipation (ventral striatal DA loss) are core nonmotor PD features
RDoC,Parkinson disease,MONDO:0005180,E_neurodegen,Cognitive Systems,Attention,,,,-1,0.55,-0.550,1,PMID:32101639,"Attention deficits, including divided/sustained attention, common in PD-MCI and PDD"
RDoC,Parkinson disease,MONDO:0005180,E_neurodegen,Cognitive Systems,Perception,Visual Perception,,,1,0.6,+0.600,2,PMID:41005778; PMID:34806620,Visual hallucinations (~21-40% advanced PD/PDD) — released perceptual phenomenon
RDoC,Parkinson disease,MONDO:0005180,E_neurodegen,Cognitive Systems,Cognitive Control,"Goal Selection; Updating, Representation, and Maintenance",,,-1,0.7,-0.700,2,PMID:32101639; PMID:36738813,"Executive dysfunction (set-shifting, planning, goal updating) is a prominent cognitive feature in PD"
RDoC,Parkinson disease,MONDO:0005180,E_neurodegen,Arousal and Regulatory Systems,Sleep-Wakefulness,,,,-1,0.7,-0.700,2,PMID:30166532; PMID:36708642,REM sleep behavior disorder (RBD) prevalence ~30-50% in PD; severe sleep architecture disruption
RDoC,Parkinson disease,MONDO:0005180,E_neurodegen,Sensorimotor Systems,Motor Actions,Initiation,,,-1,0.95,-0.950,2,PMID:32044947; PMID:33848468,Bradykinesia (slowed initiation of movement) is a core defining motor sign of PD
RDoC,Parkinson disease,MONDO:0005180,E_neurodegen,Sensorimotor Systems,Motor Actions,Execution,,,-1,0.8,-0.800,2,PMID:32044947; PMID:24389262,Motor execution slowed and hypometric in PD due to nigrostriatal dopamine loss
RDoC,Parkinson disease,MONDO:0005180,E_neurodegen,Sensorimotor Systems,Habit - Sensorimotor,,,,-1,0.7,-0.700,2,PMID:32044947; PMID:26474316,Rigidity and gait/postural automaticity deficits reflect impaired sensorimotor habit execution
RDoC,Parkinson disease,MONDO:0005180,E_neurodegen,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.85,+0.850,2,PMID:32044947; PMID:33848468,Resting tremor is a release/positive motor phenomenon (4-6 Hz oscillatory innate pattern) in PD
RDoC,Dravet syndrome,MONDO:0100135,F_epilepsy,Negative Valence Systems,"Potential Threat (""Anxiety"")",,,,1,0.4,+0.400,1,PMID:31870807,Bahceci 2019 Scn1a+/- adolescent mice: increased anxiety-related thigmotactic behavior — anxiety-related phenotype in Dravet model.
RDoC,Dravet syndrome,MONDO:0100135,F_epilepsy,Cognitive Systems,Attention,,,,-1,0.75,-0.750,2,PMID:38229878; PMID:31870807,Feng/Brunklaus 2024: profound cognitive impairment includes attentional deficits; Bahceci 2019 Scn1a+/- mice show attentional/recognition deficits modeling Dravet.
RDoC,Dravet syndrome,MONDO:0100135,F_epilepsy,Cognitive Systems,Declarative Memory,,,,-1,0.85,-0.850,2,PMID:38229878; PMID:27817982,Feng/Brunklaus 2024: developmental outcome worsens to profound cognitive impairment (mean 4.45/5) by 10-yr follow-up; Gataullina 2017: psychomotor delay/intellectual disability is core phenotype.
RDoC,Dravet syndrome,MONDO:0100135,F_epilepsy,Cognitive Systems,Language,,,,-1,0.85,-0.850,1,PMID:38229878,Feng/Brunklaus 2024: poorer baseline language ability predicts worse developmental outcome; severe language impairment characteristic.
RDoC,Dravet syndrome,MONDO:0100135,F_epilepsy,Cognitive Systems,Working Memory,,,,-1,0.8,-0.800,1,PMID:38229878,Feng/Brunklaus 2024 prospective cohort: profound cognitive impairment encompasses working memory; Bahceci mouse model shows spatial memory deficit.
RDoC,Dravet syndrome,MONDO:0100135,F_epilepsy,Social Processes,Social Communication,,,,-1,0.65,-0.650,2,PMID:38229878; PMID:31870807,Feng/Brunklaus 2024: autistic features rise to 77% at 10-yr follow-up; Bahceci 2019 mouse model: impaired social recognition memory.
RDoC,Dravet syndrome,MONDO:0100135,F_epilepsy,Arousal and Regulatory Systems,Sleep-Wakefulness,,,,-1,0.5,-0.500,2,PMID:27817982; PMID:38229878,Gataullina 2017: hypothalamic dysfunction explains thermodysregulation and sleep troubles; Brunklaus 2024 uses Sleep Disturbance Scale for Children — sleep disturbance documented.
RDoC,Dravet syndrome,MONDO:0100135,F_epilepsy,Sensorimotor Systems,Motor Actions,Execution,,,-1,0.75,-0.750,2,PMID:27817982; PMID:38229878,"Gataullina 2017: crouching gait, ataxia (cerebellar/basal-ganglia dysfunction) are non-epileptic motor features; Brunklaus 2024: 80% have motor/mobility problems at 10-yr follow-up."
RDoC,Dravet syndrome,MONDO:0100135,F_epilepsy,Sensorimotor Systems,Innate Motor Patterns,,,,1,0.9,+0.900,1,PMID:27817982,"Gataullina 2017: prolonged febrile seizures, myoclonic, focal, generalized tonic-clonic seizures — extreme seizure burden; ictal motor release is core phenotype."
RDoC,Epilepsy,MONDO:0005027,F_epilepsy,Negative Valence Systems,"Acute Threat (""Fear"")",,,,1,0.45,+0.450,2,PMID:28470748; PMID:35074723,Scott 2017 meta-analysis: anxiety disorders prevalence 20.2% in epilepsy; ictal fear is well-documented release phenomenon from limbic structures (postictal psychosis literature).
RDoC,Epilepsy,MONDO:0005027,F_epilepsy,Negative Valence Systems,"Potential Threat (""Anxiety"")",,,,1,0.5,+0.500,1,PMID:28470748,Scott 2017 meta-analysis: anxiety disorders prevalence 20.2% (95%CI 15.3-26.0) in people with epilepsy.
